ID,Verified,Item Description,Item Type,Status,Alphabetical Sort,AutoFillVerified,AutoFillVerified1,Created,Created By,ItemDescriptionHTMLEncoded,Location,Modified,Modified By,Relationship,Title,Verification Source,Verified Alternates,VerifiedAlternatesHTMLEncoded,VerifiedHTMLEncoded,Encoded Absolute URL,Item Type1,Path,URL Path,Workflow Instance ID,Comments,File Type
530,Aboriginal Spiritual Journey,event during the Year of the Veteran to honour aboriginal Canadians who fought in World War I and World War II [2008],13;#Events ? Awards,,Aboriginal Spiritual Journey,,,9/13/2011,LASS\DKerr,event during the Year of the Veteran to honour aboriginal Canadians who fought in World War I and World War II [2008],,6/20/2013,System Account,,Aboriginal Spiritual Journey,VList,,,Aboriginal Spiritual Journey,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/530_.000;#530,,,
531,Aboriginal Sports and Recreation Association of B.C.,[2008],28;#Organizations:First Nations organizations,,Aboriginal Sports and Recreation Association of B.C.,,,9/13/2011,LASS\DKerr,[2008],,6/20/2013,System Account,,Aboriginal Sports and Recreation Association of B.C.,VList,,,Aboriginal Sports and Recreation Association of B.C.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/531_.000;#531,,,
532,"Aboriginal Sport, Recreation and Physical Activity Partners Council (ASRPAPC) but partners council (unless used right next to full title; then it can be capped in situ)",[2010],28;#Organizations:First Nations organizations,,"Aboriginal Sport, Recreation and Physical Activity Partners Council (ASRPAPC)",,,9/13/2011,LASS\DKerr,[2010],,10/5/2015,LASS\GWigmore,,"Aboriginal Sport, Recreation and Physical Activity Partners Council (ASRPAPC)",http://aboriginalsportbc.ca,ASRPA Partners Council,<div>ASRPA Partners Council</div>,"Aboriginal Sport, Recreation and Physical Activity Partners Council (ASRPAPC) <em>but</em>&nbsp;partners council (unless used right next to full title; then it can be capped in situ)",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/532_.000;#532,,,
533,Aboriginal supported child development (ASCD) programs,through Ministry of Children and Family Development [2010],5;#Programs ? Initiatives,,Aboriginal supported child development (ASCD) programs,,,9/13/2011,LASS\DKerr,through Ministry of Children and Family Development [2010],,9/12/2017,LASS\MBeninger,,Aboriginal supported child development (ASCD) programs,VList,,<div></div>,Aboriginal supported child development (ASCD) programs,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/533_.000;#533,,,
534,Aboriginal teacher education bridging initiative (ATEB),through UNBC's Terrace campus [2007],5;#Programs ? Initiatives,,Aboriginal teacher education bridging initiative (ATEB),,,9/13/2011,LASS\DKerr,through UNBC's Terrace campus [2007],,9/12/2017,LASS\MBeninger,,Aboriginal teacher education bridging initiative (ATEB),VList,,<div></div>,Aboriginal teacher education bridging initiative (ATEB),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/534_.000;#534,,SC,
535,Aboriginal Times,insert in the Globe and Mail [2006],48;#Works,,Aboriginal Times,,,9/13/2011,LASS\DKerr,insert in the Globe and Mail [2006],,6/20/2013,System Account,,Aboriginal Times,VList,,,<em>Aboriginal Times</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/535_.000;#535,,SC,
537,Aboriginal transformation work,in Ministry of Children and Family Development [2010],5;#Programs ? Initiatives,,Aboriginal transformation work,,,9/13/2011,LASS\DKerr,in Ministry of Children and Family Development [2010],,9/12/2017,LASS\MBeninger,,Aboriginal transformation work,VList,,<div></div>,Aboriginal transformation work,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/537_.000;#537,,,
538,Aboriginal women in trades program,through Secwepemc Cultural Education Society [2010],5;#Programs ? Initiatives,,Aboriginal women in trades program,,,9/13/2011,LASS\DKerr,through Secwepemc Cultural Education Society [2010],,9/12/2017,LASS\MBeninger,,Aboriginal women in trades program,VList,,<div></div>,Aboriginal women in trades program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/538_.000;#538,,,
539,Aboriginal youth FIRST,"sports and recreation program targeting Aboriginal youth; funded by Ministry of Tourism, Sport and the Arts [2008]",5;#Programs ? Initiatives,,Aboriginalyouth FIRST,,,9/13/2011,LASS\DKerr,"sports and recreation&nbsp;program targeting Aboriginal youth;&nbsp;funded by&nbsp;Ministry of Tourism, Sport and the Arts [2008]",,1/17/2018,"Mattison, David",,Aboriginal youth FIRST,http://www.bcbudget.gov.bc.ca/2007/sp/tsa/default.aspx?hash=7,,<div></div>,Aboriginal youth FIRST,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/539_.000;#539,,,
541,Aboriginal youth internship program,through the Ministry of Aboriginal Relations and Reconciliation [2008],5;#Programs ? Initiatives,,Aboriginal youth internship program,,,9/13/2011,LASS\DKerr,through the Ministry of Aboriginal Relations and Reconciliation [2008],,9/12/2017,LASS\MBeninger,,Aboriginal youth internship program,VList,,<div></div>,Aboriginal youth internship program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/541_.000;#541,,,
542,Aboriginal youth sport legacy fund,funding for athletic aboriginal youth [2008],5;#Programs ? Initiatives,,Aboriginal youth sport legacy fund,,,9/13/2011,LASS\DKerr,funding for athletic aboriginal youth [2008],,9/12/2017,LASS\MBeninger,,Aboriginal youth sport legacy fund,VList,,<div></div>,Aboriginal youth sport legacy fund,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/542_.000;#542,,,
543,"Abortion Services Statutes Amendment Act, 2001","Bill 21, fifth session, 36th parliament [2007]",50;#Works:Legislation,,"Abortion Services Statutes Amendment Act, 2001",,,9/13/2011,LASS\DKerr,"Bill 21, fifth session, 36th parliament [2007]",,6/20/2013,System Account,,"Abortion Services Statutes Amendment Act, 2001",VList,,,"Abortion Services Statutes Amendment Act, 2001",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/543_.000;#543,,,
544,Above Tide,name of the ranch property in Campbell River owned by Roderick Haig-Brown; now the site of Haig-Brown House [2002],14;#Places,,Above Tide,,,9/13/2011,LASS\DKerr,name of the ranch property in Campbell River owned by Roderick Haig-Brown; now the site of Haig-Brown House [2002],,6/20/2013,System Account,,Above Tide,VList,,,Above Tide,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/544_.000;#544,,,
545,Abraham's Lodge and Care Society,in Williams Lake [2009],51;#Organizations:Health sector organizations,,Abraham's Lodge and Care Society,,,9/13/2011,LASS\DKerr,in Williams Lake [2009],,6/20/2013,System Account,,Abraham's Lodge and Care Society,VList,,,Abraham's Lodge and Care Society,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/545_.000;#545,,,
546,"Abram, Bill",Cowichan Food Connection [2004],1;#People,,"Abram, Bill",,,9/13/2011,LASS\DKerr,Cowichan Food Connection [2004],,6/20/2013,System Account,,"Abram, Bill",People List,,,"Abram, Bill",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/546_.000;#546,,,
547,"Abram, Jim","chair, regional district of Comox-Strathcona; lobbyist [2006]",37;#People:MLAs ? elected officials,,"Abram, Jim",,,9/13/2011,LASS\DKerr,"chair, regional district of Comox-Strathcona; lobbyist [2006]",,6/20/2013,System Account,,"Abram, Jim",People List,,,"Abram, Jim",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/547_.000;#547,,,
548,"Abramsen, Karen","manager, Okanagan Training and Development Council (OTDC), Okanagan Ktunaxa Aboriginal Management Society [2008]",35;#People:First Nations leaders ? officials ? councillors ? elders,,"Abramsen, Karen",,,9/13/2011,LASS\DKerr,"manager, Okanagan Training and Development Council (OTDC), Okanagan Ktunaxa Aboriginal Management Society [2008]",,2/12/2015,"Belsten, Liz",,"Abramsen, Karen",http://www.otdc.org/index.php/3-current.html,,<div></div>,"Abramsen, Karen",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/548_.000;#548,,,
549,ACA,annual capital allowance [2010],16;#Technical ? Scientific Terms,,ACA,,,9/13/2011,LASS\DKerr,annual capital allowance [2010],,6/20/2013,System Account,,ACA,VList,,,ACA,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/549_.000;#549,,SC,
552,Academic Workers Union,at Northwest Community College [2006],33;#Organizations:Unions,,Academic Workers Union,,,9/13/2011,LASS\DKerr,at Northwest Community College [2006],,6/20/2013,System Account,,Academic Workers Union,VList,,,Academic Workers Union,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/552_.000;#552,,,
553,Academy of Independent Scholars,Vancouver [2004],7;#Organizations,,Academy of Independent Scholars,,,9/13/2011,LASS\DKerr,Vancouver [2004],,6/20/2013,System Account,,Academy of Independent Scholars,VList,,,Academy of Independent Scholars,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/553_.000;#553,,,
554,Acadia Beach,near UBC [2010],14;#Places,,Acadia Beach,,,9/13/2011,LASS\DKerr,near UBC [2010],,6/20/2013,System Account,,Acadia Beach,VList,,,Acadia Beach,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/554_.000;#554,,,
555,accelerated commercialization enhancement program,a.k.a. ACE program; through B.C. Innovation Council [2008],5;#Programs ? Initiatives,,accelerated commercialization enhancement program,,,9/13/2011,LASS\DKerr,a.k.a. ACE program; through B.C. Innovation Council [2008],,6/20/2013,System Account,,accelerated commercialization enhancement program,VList,,,accelerated commercialization enhancement program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/555_.000;#555,,,
556,accelerated facility development commission,B.C. Lottery Corp. capital improvement incentive program [2011],5;#Programs ? Initiatives,,accelerated facility development commission,,,9/13/2011,LASS\DKerr,B.C. Lottery Corp. capital improvement incentive program [2011],,6/20/2013,System Account,,accelerated facility development commission,VList,,,accelerated facility development commission,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/556_.000;#556,,,
557,accelerated infrastructure program,of the federal government [2009 39th1st],5;#Programs ? Initiatives,,accelerated infrastructure program,,,9/13/2011,LASS\DKerr,of the federal government [2009 39th1st],,6/20/2013,System Account,,accelerated infrastructure program,VList,,,accelerated infrastructure program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/557_.000;#557,,,
558,Accelerated Park Development Act,[2007],50;#Works:Legislation,,Accelerated Park Development Act,,,9/13/2011,LASS\DKerr,[2007],,6/20/2013,System Account,,Accelerated Park Development Act,VList,,,Accelerated Park Development Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/558_.000;#558,,,
559,Accenture Business Services Ltd.,customer service provider for B.C. Hydro [2005ns],7;#Organizations,,Accenture Business Services Ltd.,,,9/13/2011,LASS\DKerr,customer service provider for B.C. Hydro [2005ns],,6/20/2013,System Account,,Accenture Business Services Ltd.,VList,,,Accenture Business Services Ltd.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/559_.000;#559,,,
560,Accenture Inc.,management and technology services organization [2003],7;#Organizations,,Accenture Inc.,,,9/13/2011,LASS\DKerr,management and technology services organization [2003],,6/20/2013,System Account,,Accenture Inc.,VList,,,Accenture Inc.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/560_.000;#560,,,
561,Access,gallery and non-profit organization in Vancouver [2009 39th1st],7;#Organizations,,Access,,,9/13/2011,LASS\DKerr,gallery and non-profit organization in Vancouver [2009 39th1st],,6/20/2013,System Account,,Access,VList,,,Access,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/561_.000;#561,,,
562,Access British Columbia Society,[2010],7;#Organizations,,Access British Columbia Society,,,9/13/2011,LASS\DKerr,[2010],,6/20/2013,System Account,,Access British Columbia Society,VList,,,Access British Columbia Society,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/562_.000;#562,,,
563,"Access Denied: An Analysis of the B.C. Government's Response to Freedom of Information Requests, 2000-2005","published by FIPA, Sept 2006 [2007]",2;#Works:Reports ? studies,,"AccessDenied: An Analysis of the B.C. Government's Response to Freedom of Information Requests, 2000-2005",,,9/13/2011,LASS\DKerr,"published by FIPA, Sept 2006&nbsp;[2007]",,12/15/2014,"Mattison, David",,"Access Denied: An Analysis of the B.C. Government's Response to Freedom of Information Requests, 2000-2005",v,,<div></div>,"<em>Access Denied: An Analysis of the B.C. Government's Response to Freedom of Information Requests, 2000-2005</em>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/563_.000;#563,,SC,
564,Access Health Abbotsford Ltd. (AHA),collection of private companies responsible for designing a new Abbotsford hospital [2006],51;#Organizations:Health sector organizations,,AccessHealth Abbotsford Ltd. (AHA),,,9/13/2011,LASS\DKerr,collection of private companies responsible for designing a new Abbotsford hospital [2006],,2/6/2014,"Mattison, David",,Access Health Abbotsford Ltd. (AHA),VList,,<div></div>,Access Health Abbotsford Ltd. (AHA),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/564_.000;#564,,,
565,Access Health Vancouver (AHV),[2011],51;#Organizations:Health sector organizations,,Access Health Vancouver (AHV),,,9/13/2011,LASS\DKerr,[2011],,6/20/2013,System Account,,Access Health Vancouver (AHV),VList,,,Access Health Vancouver (AHV),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/565_.000;#565,,,
566,Access Mobility,home healthcare and medical equipment specialists [2005ns],7;#Organizations,,Access Mobility,,,9/13/2011,LASS\DKerr,home healthcare and medical equipment specialists [2005ns],,6/20/2013,System Account,,Access Mobility,VList,,,Access Mobility,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/566_.000;#566,,,
567,access program,"outpatient care, Riverview Hospital [2008]",5;#Programs ? Initiatives,,access program,,,9/13/2011,LASS\DKerr,"outpatient care, Riverview Hospital [2008]",,6/20/2013,System Account,,access program,VList,,,access program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/567_.000;#567,,,
568,Access to Abortion Services Act,[2007],50;#Works:Legislation,,Access to Abortion Services Act,,,9/13/2011,LASS\DKerr,[2007],,6/20/2013,System Account,,Access to Abortion Services Act,VList,,,Access to Abortion Services Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/568_.000;#568,,,
569,Access to Education Act,"repealed by Miscellaneous Statutes Amendment Act, 2002 [2007]",50;#Works:Legislation,,Access to Education Act,,,9/13/2011,LASS\DKerr,"repealed by Miscellaneous Statutes Amendment Act, 2002 [2007]",,6/20/2013,System Account,,Access to Education Act,VList,,,Access to Education Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/569_.000;#569,,,
570,Access to Information Act,federal FOI legislation [2007],50;#Works:Legislation,,Access to Information Act,,,9/13/2011,LASS\DKerr,federal FOI legislation [2007],,6/20/2013,System Account,,Access to Information Act,VList,,,Access to Information Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/570_.000;#570,,,
571,Access to Information and Protection of Privacy Act,"1991, not passed [2007]",50;#Works:Legislation,,Access to Information and Protection of Privacy Act,,,9/13/2011,LASS\DKerr,"1991, not passed [2007]",,6/20/2013,System Account,,Access to Information and Protection of Privacy Act,VList,,,Access to Information and Protection of Privacy Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/571_.000;#571,,,
572,access to practical nursing program,through College of the Rockies [2008],5;#Programs ? Initiatives,,access to practical nursing program,,,9/13/2011,LASS\DKerr,through College of the Rockies [2008],,6/20/2013,System Account,,access to practical nursing program,VList,,,access to practical nursing program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/572_.000;#572,,,
573,Access to the Future Fund,post-secondary education funding in Alberta [2010],5;#Programs ? Initiatives,,Access to the Future Fund,,,9/13/2011,LASS\DKerr,post-secondary education funding in Alberta [2010],,6/20/2013,System Account,,Access to the Future Fund,VList,,,Access to the Future Fund,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/573_.000;#573,,SC,
574,access works,proposed Olympic volunteer program for people with disabilities [2008],5;#Programs ? Initiatives,,access works,,,9/13/2011,LASS\DKerr,proposed Olympic volunteer program for people with disabilities [2008],,6/20/2013,System Account,,access works,VList,,,access works,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/574_.000;#574,,,
575,accessible tourism initiative,through 2010 Legacies Now [2007],5;#Programs ? Initiatives,,accessible tourism initiative,,,9/13/2011,LASS\DKerr,through 2010 Legacies Now [2007],,6/20/2013,System Account,,accessible tourism initiative,VList,,,accessible tourism initiative,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/575_.000;#575,,,
576,accommodation and real estate series (ARES),through the Ministry of Citizens' Services [2009 39th1st]; formerly B.C. Building Corp. (BCBC),26;#Organizations:Crown corporations ? government agencies,,accommodation and real estate series (ARES),,,9/13/2011,LASS\DKerr,through the Ministry of Citizens' Services [2009 39th1st]; formerly B.C. Building Corp. (BCBC),,12/15/2014,"Mattison, David",,accommodation and real estate series (ARES),http://www.gov.bc.ca/citz/iao/records_mgmt/arcs_orcs/ORCS/e_reference_library/ares/index.html,,<div></div>,accommodation and real estate series (ARES),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/576_.000;#576,,,
593,Accounting Policy Advisory Committee,independent group advising the government [2005ns],26;#Organizations:Crown corporations ? government agencies,,Accounting Policy Advisory Committee,,,9/13/2011,LASS\DKerr,independent group advising the government [2005ns],,6/20/2013,System Account,,Accounting Policy Advisory Committee,VList,,,Accounting Policy Advisory Committee,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/593_.000;#593,,,
594,Accounting Standards Board (AcSB),independent body with the authority to develop and establish accounting standards for use by all Canadian entities outside the public sector,7;#Organizations,,AccountingStandards Board (AcSB),,,9/13/2011,LASS\DKerr,independent body with the authority to develop and establish accounting standards for use by all Canadian entities outside the public sector,,6/25/2014,LASS\JApolonio,,Accounting Standards Board (AcSB),"VList

http://www.frascanada.ca/accounting-standards-board/",,<div></div>,Accounting Standards Board (AcSB),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/594_.000;#594,,,
595,Accounting Standards Oversight Council (AcSOC),[2009 39th1st],7;#Organizations,,Accounting Standards Oversight Council (AcSOC),,,9/13/2011,LASS\DKerr,[2009 39th1st],,6/20/2013,System Account,,Accounting Standards Oversight Council (AcSOC),VList,,,Accounting Standards Oversight Council (AcSOC),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/595_.000;#595,,,
596,Accra,region in Ghana [2010],14;#Places,,Accra,,,9/13/2011,LASS\DKerr,region in Ghana [2010],,6/20/2013,System Account,,Accra,VList,,,Accra,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/596_.000;#596,,,
597,Accreditation Canada,"not-for-profit, independent organization providing health organizations with external peer review [2011]",7;#Organizations,,Accreditation Canada,,,9/13/2011,LASS\DKerr,"not-for-profit, independent organization providing health organizations with external peer review [2011]",,6/20/2013,System Account,,Accreditation Canada,VList,,,Accreditation Canada,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/597_.000;#597,,,
598,Accreditation Council for Canadian Physiotherapy Academic Programs,[2006],7;#Organizations,,Accreditation Council for Canadian Physiotherapy Academic Programs,,,9/13/2011,LASS\DKerr,[2006],,6/20/2013,System Account,,Accreditation Council for Canadian Physiotherapy Academic Programs,VList,,,Accreditation Council for Canadian Physiotherapy Academic Programs,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/598_.000;#598,,,
599,Accumulations Act,[2007],50;#Works:Legislation,,Accumulations Act,,,9/13/2011,LASS\DKerr,[2007],,6/20/2013,System Account,,Accumulations Act,VList,,,Accumulations Act,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/599_.000;#599,,,
600,ACDEG Group,"invests in energy, wood products, aquculture etc. [2006]",7;#Organizations,,ACDEG Group,,,9/13/2011,LASS\DKerr,"invests in energy, wood products, aquculture etc. [2006]",,6/20/2013,System Account,,ACDEG Group,VList,,,ACDEG Group,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/600_.000;#600,,,
601,ACE inhibitors,angiotenson converting enzyme inhibitors [2007],16;#Technical ? Scientific Terms,,ACE inhibitors,,,9/13/2011,LASS\DKerr,angiotenson converting enzyme inhibitors [2007],,5/11/2016,"Belsten, Liz",,ACE inhibitors,VList,,<div></div>,ACE inhibitors,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/601_.000;#601,,,
602,ACE program,accelerated commercialization enhancement program [2008],5;#Programs ? Initiatives,,ACE program,,,9/13/2011,LASS\DKerr,accelerated commercialization enhancement program [2008],,6/20/2013,System Account,,ACE program,VList,,,ACE program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/602_.000;#602,,,
604,acetaminophen,an analgesic [2007],16;#Technical ? Scientific Terms,,acetaminophen,,,9/13/2011,LASS\DKerr,an analgesic [2007],,6/20/2013,System Account,,acetaminophen,VList,,,acetaminophen,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/604_.000;#604,,,
606,"Achadinha, Manuel","president and chief executive officer, B.C. Transit",36;#People:Government ? legislature ? statutory officers employees,,"Achadinha, Manuel",,,9/13/2011,LASS\DKerr,"president and chief executive officer, B.C. Transit",,6/20/2013,System Account,,"Achadinha, Manuel",People List,,<div></div>,"Achadinha, Manuel",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/606_.000;#606,,,
607,A-Channel,Victoria television station [2006],7;#Organizations,,A-Channel,,,9/13/2011,LASS\DKerr,Victoria television station [2006],,6/20/2013,System Account,,A-Channel,VList,,,A-Channel,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/607_.000;#607,,,
608,"Acheson, Wendy","manager, licensing and deputy registrar, Homeowner Protection Office [2007]",36;#People:Government ? legislature ? statutory officers employees,,"Acheson, Wendy",,,9/13/2011,LASS\DKerr,"manager, licensing and deputy registrar, Homeowner Protection Office [2007]",,6/20/2013,System Account,,"Acheson, Wendy",People List,,,"Acheson, Wendy",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/608_.000;#608,,,
609,Achieve B.C.,government program promoting education [2008],5;#Programs ? Initiatives,,Achieve B.C.,,,9/13/2011,LASS\DKerr,government program promoting education [2008],,6/20/2013,System Account,,Achieve B.C.,VList,,,Achieve B.C.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/609_.000;#609,,,
610,acid mine drainage,acidic liquid waste on and from minesites [2007],16;#Technical ? Scientific Terms,,acid mine drainage,,,9/13/2011,LASS\DKerr,acidic liquid waste on and from minesites [2007],,6/20/2013,System Account,,acid mine drainage,VList,,,acid mine drainage,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/610_.000;#610,,,
37517,Abbotsford News,newspaper [2007],48;#Works,,Abbotsford News,,,9/15/2011,LASS\DKerr,"<div class=""ExternalClassF80197E745C943A1BB28A071B4361D06"">newspaper [2007]</div>",,6/20/2013,System Account,,Abbotsford News,VList,,,"<div class=""ExternalClass1B84078D05B340A78A0CA6EF7B6A94F8""><i>Abbotsford News</i></div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/37517_.000;#37517,,,
37518,Abbotsford Times,newspaper; a.k.a. Abbotsford-Mission Times [2007],48;#Works,,Abbotsford Times,,,9/15/2011,LASS\DKerr,newspaper; a.k.a. <em>Abbotsford-Mission Times</em> [2007],,6/20/2013,System Account,,Abbotsford Times,VList,,,<em>Abbotsford Times</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/37518_.000;#37518,,,
37519,accommodations guide,generic reference to B.C. Accommodations [2007],48;#Works,,accommodations guide,,,9/15/2011,LASS\DKerr,generic reference to <em>B.C. Accommodations </em>[2007],,12/15/2014,"Mattison, David",,accommodations guide,http://www.hellobc.com/getmedia/f978c019-60ec-4d83-8d28-74f695a2b398/HelloBC-Accommodations--reduced_2.aspx,,<div></div>,accommodations guide,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/37519_.000;#37519,,,
38565,The Aboriginal Health Report,by Aboriginal Health Association of B.C. [2001],2;#Works:Reports ? studies,,AboriginalHealth Report,,,9/15/2011,LASS\DKerr,by Aboriginal Health Association of B.C. [2001],,11/12/2014,"Kellington, Treava",,The Aboriginal Health Report,VList PJC,,<div></div>,<em>The Aboriginal Health Report</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/38565_.000;#38565,,,
38566,Access and Excellence: The Campus 2020 Plan for British Columbia’s Post-Secondary Education System,report by Campus 2020: Thinking Ahead [2007],2;#Works:Reports ? studies,,Accessand Excellence: The Campus 2020 Plan for British Columbia’s Post-Secondary Education System,,,9/15/2011,LASS\DKerr,report by Campus 2020: Thinking Ahead [2007],,11/28/2014,"Kellington, Treava",,Access and Excellence: The Campus 2020 Plan for British Columbia’s Post-Secondary Education System,VList PJC,,<div></div>,<em>Access and Excellence: The Campus 2020 Plan for British Columbia’s Post-Secondary Education System</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/38566_.000;#38566,,,
38567,Access for Equity and Opportunity in Post-Secondary Education,report of Advanced Education Council of B.C. [2007],2;#Works:Reports ? studies,,Accessfor Equity and Opportunity in Post-Secondary Education,,,9/15/2011,LASS\DKerr,report of Advanced Education Council of B.C. [2007],,11/12/2014,"Kellington, Treava",,Access for Equity and Opportunity in Post-Secondary Education,VList PJC,,<div></div>,<em>Access for Equity and Opportunity in Post-Secondary Education</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/38567_.000;#38567,,,
38568,"Access to Justice: The Report of the Justice Reform Committee, 1988",Hughes report [2007],2;#Works:Reports ? studies,,"Accessto Justice: The Report of the Justice Reform Committee, 1988",,,9/15/2011,LASS\DKerr,Hughes report [2007],,11/12/2014,"Kellington, Treava",,"Access to Justice: The Report of the Justice Reform Committee, 1988",VList PJC,,<div></div>,"<em>Access to Justice: The Report of the Justice Reform Committee, 1988</em>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/38568_.000;#38568,,,
38569,"Achieving Excellence: Investing in People, Knowledge and Opportunity",Industry Canada report [2002],2;#Works:Reports ? studies,,"AchievingExcellence: Investing in People, Knowledge and Opportunity",,,9/15/2011,LASS\DKerr,Industry Canada report [2002],,11/12/2014,"Kellington, Treava",,"Achieving Excellence: Investing in People, Knowledge and Opportunity",VList PJC,,<div></div>,"<em>Achieving Excellence: Investing in People, Knowledge and Opportunity</em>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/38569_.000;#38569,,,
38570,Achieving Value for Money: Abbotsford Regional Hospital and Cancer Centre Project,report produced by Partnerships B.C. [2006ns],2;#Works:Reports ? studies,,AchievingValue for Money: Abbotsford Regional Hospital and Cancer Centre Project,,,9/15/2011,LASS\DKerr,report produced by Partnerships B.C. [2006ns],,11/12/2014,"Kellington, Treava",,Achieving Value for Money: Abbotsford Regional Hospital and Cancer Centre Project,VList PJC,,<div></div>,<em>Achieving Value for Money: Abbotsford Regional Hospital and Cancer Centre Project</em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/38570_.000;#38570,,,
